idx,point,pointname,credate
555,1000,회원가입 추천,20221021
49,1000,회원가입 추천,20221021
5,1000,회원가입 추천,20221021
3264,1000,친구추천,20221021
22,1000,회원가입 추천,20221021
83,1000,회원가입 추천,20221021
555,1000,친구추천,20221021
3613,1000,회원가입 추천,20221021
3080,1000,친구추천 회원가입,20221021
591,1000,친구추천 회원가입,20221021
3390,1000,친구추천 회원가입,20221021
2025,1000,회원가입 추천,20221021
2817,1000,친구추천 회원가입,20221021
1852,1000,친구추천 회원가입,20221021
364,1000,친구추천 회원가입,20221021
2412,1000,친구추천 회원가입,20221021
12,1000,회원가입 추천,20221021
2,1000,회원가입 추천,20221021
174,1000,친구추천,20221021
1300,1000,친구추천 회원가입,20221021
329,1000,회원가입 추천,20221021
304,1000,친구추천,20221021
1506,1000,친구추천,20221021
935,1000,친구추천,20221021
382,1000,친구추천,20221021
13,1000,회원가입 추천,20221021
250,1000,친구추천 회원가입,20221021
2553,1000,친구추천 회원가입,20221021
1275,1000,친구추천 회원가입,20221021
576,1000,친구추천 회원가입,20221021
598,1000,친구추천 회원가입,20221021
1507,1000,친구추천,20221021
69,1000,회원가입 추천,20221021
21,1000,회원가입 추천,20221021
484,1000,회원가입 추천,20221021
314,1000,회원가입 추천,20221021
69,1000,회원가입 추천,20221021
2583,1000,친구추천 회원가입,20221021
2596,1000,친구추천,20221021
484,1000,회원가입 추천,20221021
1083,1000,친구추천,20221021
1585,1000,친구추천 회원가입,20221021
115,1000,회원가입 추천,20221021
1165,1000,회원가입 추천,20221021
3924,1000,친구추천 회원가입,20221021
8,1000,회원가입 추천,20221021
311,1000,회원가입 추천,20221021
2343,1000,친구추천,20221021
3714,1000,친구추천 회원가입,20221021
311,1000,친구추천,20221021
225,1000,친구추천,20221021
3569,1000,친구추천 회원가입,20221021
549,1000,친구추천,20221021
3464,1000,교사부여,20221022
100,1000,교사부여,20221022
3445,1000,교사부여,20221022
2373,1000,교사부여,20221022
986,700,교사부여,20221022
350,1000,교사부여,20221022
2196,1000,친구추천 회원가입,20221022
3894,1000,교사부여,20221022
17,1000,회원가입 추천,20221022
386,1000,회원가입 추천,20221022
1895,1000,친구추천,20221022
29,1000,회원가입 추천,20221022
80,1000,회원가입 추천,20221022
1350,1000,교사부여,20221022
5,1000,회원가입 추천,20221022
61,1000,회원가입 추천,20221022
117,1000,회원가입 추천,20221022
5,1000,회원가입 추천,20221022
657,1000,회원가입 추천,20221022
197,1000,친구추천,20221022
238,1000,회원가입 추천,20221022
1277,1000,교사부여,20221022
1268,1000,친구추천 회원가입,20221022
1666,1000,교사부여,20221023
3784,1000,교사부여,20221023
1960,1000,교사부여,20221023
11,1000,회원가입 추천,20221023
2118,1000,교사부여,20221023
1417,1000,회원가입 추천,20221023
2801,1000,교사부여,20221023
498,1000,회원가입 추천,20221023
323,1000,교사부여,20221024
1866,5000,교사부여,20221024
3258,1000,교사부여,20221024
522,1000,교사부여,20221024
388,1000,교사부여,20221024
415,1000,교사부여,20221024
3009,2000,교사부여,20221024
2589,2000,교사부여,20221024
204,1000,교사부여,20221024
592,1000,교사부여,20221024
339,1000,교사부여,20221024
3503,1000,교사부여,20221024
1587,3000,교사부여,20221024
1201,1000,교사부여,20221024
3043,1000,교사부여,20221024
3543,1000,교사부여,20221024
100,1000,교사부여,20221024
2913,1000,교사부여,20221024
3867,1000,교사부여,20221024
351,2000,교사부여,20221024
415,1000,교사부여,20221024
3261,2000,교사부여,20221024
429,1000,교사부여,20221024
2034,1000,교사부여,20221024
2886,1000,교사부여,20221024
429,1000,교사부여,20221024
556,1000,교사부여,20221024
393,1000,교사부여,20221024
3308,1000,교사부여,20221024
3709,1000,교사부여,20221024
339,1000,교사부여,20221024
338,2000,교사부여,20221024
489,1000,교사부여,20221024
3552,1000,교사부여,20221024
2724,550,교사부여,20221024
323,1000,교사부여,20221024
3860,1000,교사부여,20221024
2162,1000,교사부여,20221024
1103,1000,교사부여,20221024
2998,1000,교사부여,20221024
784,1000,교사부여,20221024
1997,1000,교사부여,20221024
3573,1000,교사부여,20221024
2773,2000,교사부여,20221024
805,1000,교사부여,20221024
156,600,교사부여,20221024
2858,1000,교사부여,20221024
1220,10000,교사부여,20221024
754,1000,교사부여,20221024
831,1000,교사부여,20221024
2012,1000,교사부여,20221024
1419,1000,교사부여,20221024
255,1000,교사부여,20221024
2329,700,교사부여,20221024
116,1000,교사부여,20221024
2827,1000,교사부여,20221024
3508,1000,교사부여,20221024
2465,1200,교사부여,20221024
335,1000,교사부여,20221024
2875,1000,교사부여,20221024
425,1000,교사부여,20221024
116,1000,교사부여,20221024
3908,2000,교사부여,20221024
2422,1000,교사부여,20221024
334,1000,교사부여,20221024
1689,3000,교사부여,20221024
774,2000,교사부여,20221024
2988,1000,교사부여,20221024
521,1000,교사부여,20221024
255,1000,교사부여,20221024
1369,1000,교사부여,20221024
748,1000,교사부여,20221024
521,1000,교사부여,20221024
277,2000,교사부여,20221024
800,1000,교사부여,20221024
344,1000,교사부여,20221024
1200,2000,교사부여,20221024
2123,5000,교사부여,20221024
344,1000,교사부여,20221024
425,1000,교사부여,20221024
3525,1000,교사부여,20221024
1767,1000,교사부여,20221024
3425,1000,교사부여,20221024
458,3750,간식타임 환불,20221024
458,2500,간식타임 환불,20221024
2321,1000,교사부여,20221024
1773,11000,간식타임 환불,20221024
4,1000,회원가입 추천,20221024
11,1000,친구추천,20221024
383,1000,친구추천,20221024
4,1000,회원가입 추천,20221024
230,1000,회원가입 추천,20221024
2320,1000,친구추천,20221024
3486,1000,회원가입 추천,20221024
2564,1000,친구추천 회원가입,20221024
3878,1000,친구추천,20221024
738,1000,친구추천 회원가입,20221024
230,1000,친구추천,20221024
2316,1000,친구추천,20221024
2581,1000,친구추천 회원가입,20221024
972,1000,친구추천 회원가입,20221024
2377,1000,친구추천,20221024
55,1000,회원가입 추천,20221024
3047,1000,친구추천 회원가입,20221024
2541,1000,친구추천 회원가입,20221024
20,1000,회원가입 추천,20221024
331,1000,친구추천 회원가입,20221024
213,1000,친구추천,20221024
1702,1000,친구추천 회원가입,20221024
1190,1000,친구추천 회원가입,20221024
498,1000,친구추천,20221024
2501,1000,친구추천,20221024
23,1000,회원가입 추천,20221024
3239,1000,친구추천 회원가입,20221024
2229,1000,친구추천 회원가입,20221024
1038,1000,친구추천,20221024
213,1000,회원가입 추천,20221024
1697,1000,친구추천 회원가입,20221024
1317,1000,친구추천 회원가입,20221024
3623,1000,친구추천,20221024
893,1000,친구추천 회원가입,20221024
2475,1000,친구추천 회원가입,20221024
1926,1000,회원가입 추천,20221024
3217,1000,친구추천,20221024
2251,1000,친구추천 회원가입,20221024
117,1000,회원가입 추천,20221024
2823,1000,친구추천 회원가입,20221024
374,1000,친구추천,20221024
3233,1000,친구추천 회원가입,20221024
160,1000,친구추천 회원가입,20221024
1313,1000,회원가입 추천,20221024
636,1000,친구추천,20221024
95,1000,친구추천,20221024
1582,1000,친구추천 회원가입,20221024
636,1000,회원가입 추천,20221024
184,1000,회원가입 추천,20221024
2344,1000,회원가입 추천,20221024
3360,1000,친구추천 회원가입,20221024
3240,1000,회원가입 추천,20221024
1680,1000,친구추천 회원가입,20221024
3351,1000,친구추천,20221024
142,1000,회원가입 추천,20221024
2392,1000,친구추천 회원가입,20221024
838,1000,친구추천 회원가입,20221024
128,1000,회원가입 추천,20221024
117,1000,회원가입 추천,20221024
689,1000,친구추천,20221024
465,1000,친구추천,20221024
58,1000,회원가입 추천,20221024
2022,1000,친구추천,20221024
543,1000,친구추천 회원가입,20221024
31,1000,회원가입 추천,20221024
1394,1000,친구추천,20221024
1151,1000,회원가입 추천,20221024
407,1000,친구추천 회원가입,20221024
398,1000,친구추천,20221024
12,1000,회원가입 추천,20221024
541,1000,친구추천 회원가입,20221024
3305,1000,친구추천 회원가입,20221024
2252,1000,친구추천 회원가입,20221024
1497,1000,친구추천 회원가입,20221024
625,1000,회원가입 추천,20221024
398,1000,회원가입 추천,20221024
3,1000,회원가입 추천,20221024
2659,1000,친구추천 회원가입,20221024
481,1000,회원가입 추천,20221024
2042,1000,친구추천,20221024
3,1000,회원가입 추천,20221024
335,1000,친구추천 회원가입,20221024
625,1000,친구추천,20221024
142,1000,친구추천,20221024
702,1000,친구추천,20221024
2598,1000,친구추천 회원가입,20221024
2298,1000,친구추천 회원가입,20221024
3182,1000,친구추천 회원가입,20221024
3662,1000,친구추천,20221024
52,1000,회원가입 추천,20221024
2309,1000,친구추천,20221024
481,1000,친구추천,20221024
2414,1000,친구추천,20221024
2528,1000,친구추천,20221024
996,1000,친구추천 회원가입,20221024
2011,1000,회원가입 추천,20221024
999,1000,친구추천,20221024
1833,1000,친구추천 회원가입,20221024
102,1000,회원가입 추천,20221024
3739,1000,친구추천,20221024
423,1000,친구추천,20221024
1429,1000,회원가입 추천,20221024
21,1000,회원가입 추천,20221024
3,1000,회원가입 추천,20221024
21,1000,회원가입 추천,20221024
3,1000,회원가입 추천,20221024
788,1000,친구추천,20221024
1748,1000,회원가입 추천,20221024
3,1000,회원가입 추천,20221024
3634,1000,친구추천 회원가입,20221024
3834,1000,친구추천,20221024
112,1000,회원가입 추천,20221024
2747,1000,친구추천 회원가입,20221024
315,1000,회원가입 추천,20221024
423,1000,회원가입 추천,20221024
315,1000,친구추천,20221024
3513,1000,친구추천,20221024
102,1000,회원가입 추천,20221024
2293,1000,친구추천,20221024
3682,1000,친구추천 회원가입,20221024
72,1000,회원가입 추천,20221024
3,1000,회원가입 추천,20221024
21,1000,회원가입 추천,20221024
3522,1000,친구추천,20221024
497,1000,회원가입 추천,20221024
2919,1000,교사부여,20221024
326,1000,교사부여,20221024
2770,1000,교사부여,20221024
257,1000,교사부여,20221024
1891,2000,교사부여,20221024
2713,1000,교사부여,20221024
3735,2000,교사부여,20221024
1371,1500,교사부여,20221024
992,1000,교사부여,20221024
3054,1000,교사부여,20221024
3004,1000,교사부여,20221024
457,1000,교사부여,20221024
3032,1000,교사부여,20221024
457,1000,교사부여,20221024
1549,1000,교사부여,20221024
1185,1000,교사부여,20221024
3277,1000,교사부여,20221024
1688,1000,교사부여,20221024
2658,1000,교사부여,20221024
488,1000,교사부여,20221024
962,1000,교사부여,20221024
2128,2000,교사부여,20221024
3452,1000,교사부여,20221024
925,550,교사부여,20221024
3297,1000,교사부여,20221024
1029,1000,교사부여,20221024
467,1000,교사부여,20221024
3025,1000,교사부여,20221024
993,1000,교사부여,20221024
2895,1000,교사부여,20221024
467,1000,교사부여,20221024
505,1004,(북클럽) 북클럽 -> 초등 전환,20221024
